PC_0,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,Class
-0.054486666662420004,0.04926279236577164,-0.02450101629219705,0.042865986734824627,-0.021486701581325762,0.012991886429307606,-0.0224715189741952,0.01624453412165078,0.004950137871672171,0.007443169396730206,0.003242133225910615,-0.006000612802821504,0.01100604777312028,-0.010978612589347347,0.003915516923834578,0.00690227240784191,0.015915776642839417,0.005448404677906605,-0.0049702747453132445,-0.008544191672683448,0.011490221367110963,-0.026863359067791134,0.014047668330095018,-0.0034642052043600113,0.007169237548040823,-0.0032416720538379212,0.016405452071429277,0.00469520287244309,-0.00500890591175723,0.0015292070123425594,0.017573430156756113,0.00022349991719061282,-0.011329376242192681,-0.004685653872592031,0.00965725206096118,1083_3.jpg
-0.10256618254397408,-0.03836740038365865,-0.01665392961797313,0.018924444409163788,0.004708993896614071,0.01806606967264071,0.0014426899106867062,0.009922682137476935,-0.0023947411724753336,-0.010249363257476114,-0.0204345088325949,0.011232572646657508,0.0004904765710954348,-0.014410812399878273,-0.02445727343885292,-0.007616068857817251,-0.009263070148858193,0.004062339376960147,-0.02026761540168471,0.014712288583452074,-0.004554005552869652,-0.020519982170448432,-0.0069782494708583555,0.009419937332715544,0.008477345902256045,-0.008254359074921867,0.0034862976245358572,-0.008372630899352564,0.009952046342135297,-0.00457528132757108,-0.006778449791596456,-0.01240949816771139,0.006956164326695057,-0.009969568273445577,0.009564809077130507,1126_A_3.jpg
0.03375216198545535,0.06303401627708231,-0.030327375354635946,-0.003940116089908857,0.032623417623401874,-0.007679327587259949,0.003415292758290562,-0.00850066385634929,-0.03352665166473499,0.004318550284524384,0.03848796358058941,0.000493306721592244,-0.012715986387509207,0.001960938621313494,0.006190261376889584,0.013495481265291704,-0.00477139663252885,0.02092956992888428,-0.009249786473743629,0.01014327300254264,-0.02513431630395088,0.019768229868236453,-0.001734130992042661,-0.0010183039201519396,-0.002118334740693997,-0.005345102167033745,0.006136516518715061,0.0014981365640479056,0.007294994917051931,-0.004647408277307799,-0.010732361479908307,-0.010186727480660041,-0.0019561356389942498,-0.004886317273428661,0.0016525581319877377,1126_B_3.jpg
-0.00704871774803203,0.05449934608283525,-0.05840516955707888,0.04195055336045336,-0.007707312020504175,0.009658769181716128,-0.025675597805679105,0.0013905380500257578,-0.029467659533870236,-0.020345829679176346,-0.017494885393621738,-0.03232832670581931,0.013043614977179515,-0.012363023675326032,-0.014051161598138675,0.026909271632283963,0.015728462062700274,-0.003931881647944142,-0.010808676990495666,-0.0019403493863100795,-0.009881773939557227,-0.0018554933418363471,0.003726125930917802,0.0023717594002141884,0.008488315915628155,-0.01245246309980885,-0.021440617452360863,0.0024584011151898948,-0.009729637958003079,0.0015696157619712787,0.015205357256130671,0.008412785898023205,0.0011624262994990192,-0.002187741458694691,-0.00045264716357301676,1198_3.jpg
-0.06229821196191421,0.020507200930374926,0.01017413306559475,-0.002878361537773574,-0.010218116619108783,0.016532327039910033,-0.0029499344108003087,0.023332201954339722,0.02012943938160099,0.002204389302559441,0.003615737778650464,0.004688088474675399,-0.009928061742941786,-0.006182957949619551,-0.006036127438119545,-0.012299605797180469,-0.013083318617128636,-0.0013351937189065017,-0.022353390056360722,-0.011926366251648283,0.008428908032403185,-0.009943728929580372,-0.02143454882567945,0.004856435494045263,-0.010242589740274047,0.009291903430321952,-0.0032918492112322803,0.0021844370291638792,-0.004647362752820273,-0.00502137266071021,0.0045964231624777575,0.015273500140776658,-0.0032632686517613616,0.0025868157711203517,-0.0038876076309464777,1199_3.jpg
0.03045411252246697,-0.004246323626439484,-0.056644495021353644,-0.01881229441471653,0.006548547329411723,0.000554528961462154,-0.018200019051282268,-0.03061791379016055,0.01302864730420424,0.0087195411257758,-0.011162789489676717,-0.014498550223131372,-0.00576252003716699,-0.0022907851954955378,-0.010144507609958955,-0.010854062606068464,-0.003541028964825349,-0.002621630877083725,0.007247935273884009,0.003440159085776608,-0.0025503405081577593,-0.010419392150850406,0.035125434222983754,-0.0025899428968400376,0.007593031160928364,0.003357021723758387,0.005684240709095668,0.015175404816780843,0.0036227322297598956,-0.005955947650548992,-0.005998973148362654,0.0034884319337444153,0.014535483138742422,0.00392926450280768,0.02151661921918204,1281_3.jpg
0.024163597811414063,0.05662901743739137,0.004127362555454326,-0.004197176131310843,0.022319502350861935,-0.01881246619721721,0.004740676326287346,-0.001709397120634649,0.01525302499255791,-0.002453809845320658,-0.025540393407826597,0.021062757419198472,0.01512391798038505,0.018883022048993926,0.018048385440515326,-0.023128377588855494,0.003461782549094718,0.030136095377022085,-0.024415104021056594,-0.013962361902417637,-0.00444308137128866,0.01928394262936535,0.015370598758437057,0.01781123990596477,0.016659125806311962,-0.017786656292147665,-0.0017629823404841927,0.00032440868856581064,0.0034661332491390537,-0.015580228430520432,-0.003058530574210331,-0.005808286224046632,-0.0041365114440006625,0.0038069478104775603,-0.004492243356633716,1282_3.jpg
0.19662505761635718,-0.044468103679920934,0.0049662178723231965,-0.013472777807922547,0.08700679469204556,-0.04310076573034363,-0.010228400206213281,0.11395489043115505,-0.004946680970154421,0.019923662807265426,0.010339788973014834,-0.020546277315594243,-0.004172810746514618,0.02203126624139118,-0.023559462421140064,0.01329497600169196,-0.002276197585908956,-0.004261537595507747,0.005549763230054628,-0.001654930493940015,0.015879556881323115,-0.009450788179674601,0.0026246466173041067,-0.00037048834464510324,0.004837530261614189,-0.011457904187015427,-0.000582851249494119,-0.003287616673729337,-0.0011021446552160802,0.0040544190092018685,-0.003931599896037563,0.00401198846521031,0.010265488509051436,0.0032053711390738083,0.0034161527247215055,1283_3.jpg
0.015194612488849273,0.15263676093413922,0.015024137589126081,-0.05380863237151957,-0.006201991994278211,0.027935252116276024,0.10465797977473636,-0.0032667537735800735,-0.006188631675157044,-0.031583451920727375,-0.017111964430275673,-0.031354980809728934,-0.020077850803807057,0.019835382638178616,-0.022457860148233526,-0.012330326123280905,-0.02323324558050368,0.01187545256911954,0.028761322861401924,-0.008649542976583123,0.01629505529796507,-0.008576556770313649,0.005977887222524801,-7.406150605541014e-05,-0.008459227700983304,0.002958603576474603,-0.006979368442959681,-0.011071690392577773,0.009294542690242524,4.295430876254875e-05,-0.0012873236546556283,0.0033852600856388074,-0.002465889218669154,0.0039111008876695046,0.0033465256087483776,1466_3.jpg
0.06323819143146438,0.016399080956284718,0.058529484155105255,0.03247877128844594,-0.03454767175378592,-0.02262947167166393,0.007793827838092763,-0.0009769874040254042,-6.799880035490504e-05,0.025654672538868488,-0.022926621501340425,-0.003255660449987813,-0.02462648861891061,-0.010565066914631084,-0.009296071199113399,-0.0035302286217211,0.028445065649752417,0.013948611993850793,0.002118907083412815,-0.00436428526997635,0.007962078747547651,-0.004674729868691246,-0.0004846482518976573,0.0019103947695737107,0.017941685967498303,0.008821177945079665,-0.017516328342737676,0.006396045931803321,0.014765702469677882,-0.003660363246158421,-0.015489563039014118,0.003035763156599654,-0.0037905023591665904,-0.004267007295109162,-0.006520824085781174,1525_3.jpg
0.08759481645262827,-0.00849781631000356,-0.010682125450561018,-0.0028730305551121433,0.01847544859261702,-0.012019540946508714,-0.011026963605344588,0.007926007327488849,0.03139533629338641,-0.028619210062323184,-0.023321841144624763,-0.006090795398866349,0.009107456625087905,0.0031764936781333354,0.01642605029014175,0.012082590306888779,-0.002759251873670712,0.005312713051681284,-0.01934631392305096,0.016084980275576782,-0.0016757783621999228,0.008363604924561112,0.004156963645699823,-0.014691593963058882,-0.02530419280228921,0.01584110107035182,-0.0059802507728262885,-0.02503943468424349,0.00014414842561207426,0.01873929853824236,0.00463931862994849,-0.006473985583945461,-0.016122958566796207,0.0028477469738036154,0.0006896702481121881,1565_3.jpg
-0.10696975335701316,-0.08096097474791907,-0.017582808835290408,0.031756448899007264,0.03149198140113876,-0.0096964494901668,0.039719794048649934,-0.020801227036104496,-0.029827414719718975,-0.01446925883449834,-0.01058696480527091,-0.0016639760498239529,0.010243846155781167,-0.009015860317533441,-0.013876522571014328,0.005769692531196285,-0.00030781879851383715,0.012894257543354368,-0.022948969210641382,-0.012298031384065777,0.0010435330989551747,-0.019063710857888678,0.003850239182706223,-0.019192642144073232,-0.0011106681141184013,0.0036790319929533763,0.003883384670725599,0.008825026203041823,-0.000863442818275394,0.005552899319412217,-0.009196114430757593,-0.00909991384648203,0.007692754324730424,0.01562703506500909,-0.01102454245971627,1587_3.jpg
-0.10326200631307468,0.0077496295247175126,0.02341413515303663,-0.03914490460452274,-4.3905198199101487e-05,0.014705431802705674,-0.007223340177795821,0.017087529167569462,0.012169361002012255,0.02141223112163165,0.0054599545312199824,-0.027792913554119884,0.011110356565646231,-0.006986050281784345,0.02978238082754535,-0.018452081648473763,-0.0004552164481610841,0.008870564757858192,-0.008215963492679087,0.0226589870376614,-0.0018173329220725724,-0.019617909767977833,-0.008198073891988629,0.013701184764874013,-0.009096715710840564,0.01989587953169746,-0.0006908705749356594,0.011711053456542816,0.0030035843208906774,-0.003474972748814465,0.0051903605564437676,0.010333753790545767,0.010282535858470792,0.004717607222019842,-0.015772588461443495,1642_3.jpg
-0.022565712195875737,-0.008556364027196872,-0.06606969660489921,0.02048860940183661,-0.00781079242334651,-0.00424470784580622,-0.022186614188290238,-0.014229514865570206,0.00446449535568741,0.004035660817354439,0.00029452433209494323,-0.008371643279945395,0.007717350702834924,0.0022616930299348575,-0.0033108415139705386,0.004869667519071552,-0.016452744296516802,-0.0010500048391032337,0.011486625181971011,0.00024044605753683853,-0.013140932323911994,0.004601562195541573,0.0032016475134873236,0.001295467596377748,-0.00027673533658700985,0.0006626835470847816,0.00913967582294795,-0.000559292666602071,0.0046646219869579284,0.014882073393539214,-0.018962021324316496,0.02546726914501779,0.0001406034028464474,-0.011379271607447382,0.005114693861296387,1658_3.jpg
0.09880338028157548,-0.02228982175934091,-0.024147564037251948,-0.024681486112653656,0.015881405882573585,0.0004457244605209954,-0.005914166214965603,-0.016078491286857746,0.034724035461591536,-0.01148982184642631,-0.017550628816179522,-0.0036188967620753468,-0.005360748019202098,-0.017454387745808833,-0.017487021899995982,-0.022229579028500986,-0.010355868482018225,-0.013377269816684183,-0.007863172359680723,-0.008114801030412776,-0.025152707283994796,-0.008943980784339575,-0.006220182668813732,-0.0002142124904201451,0.020876852875597565,-0.007636315030696777,0.010621848177673676,-0.024829360024896913,0.007024007453026908,-0.01068491882515368,-0.0033866427626778324,0.015327913507445907,-0.0021609058834479687,-0.014642491737297507,-0.008512897555545226,1659_3.jpg
0.13206780247702743,-0.06073132456633748,-0.058956329586473136,-0.04559918980566469,-0.066163099419244,0.008675149936857997,0.015480938383089322,0.032531044253064606,-0.03681138800802979,-0.043565944118593776,0.04933574863090222,0.013834794178895911,0.04713067037730911,-0.0190868749092835,0.01163677657963284,-0.015762530541324333,0.0033572028590496653,0.001250132121992609,0.011626747215268976,0.0003243693275683353,-0.006237643967482136,-0.0037496134030796913,-0.011502439394639822,0.008269460968243868,0.0018769955577024515,-0.013460634285444526,-0.01741088336558179,-0.005862080319764868,0.008360368661201037,0.002350208346293659,-0.01003953392957586,0.00207553250894759,-0.0027478728027420986,0.001294487408934272,-0.003209074571993027,1811_3.jpg
0.06637505934723859,0.016626489659109445,0.007225214816953329,0.009944321418976748,0.02461400056627143,-0.03773802116394842,-0.01307614822999807,-0.0077310097812845115,-0.002912217248354281,-0.008870884503494233,-0.013436955824981387,0.007162656726310651,-0.017670660636838777,-0.004079043278955024,0.017772597644873548,0.0003414467145992224,-0.01116935348288166,-0.019957907703717876,0.02465284242330447,-0.015621966427186818,-0.0028921652689935006,-0.004608047675626583,-0.0028744525252986713,0.004337742671013889,-0.004186191569597009,-0.01256542741551953,-0.012951656029719361,0.03200367083625511,0.00047785256425299656,-0.004184920222746169,-0.0035004386080441452,-0.007330991952030973,-0.009600683078739148,-0.004459300506588591,-0.001688857850432719,1852_3.jpg
-0.06616766219346523,0.009389218153194163,0.018497060981084893,-0.021434163606473017,0.006742381952600619,0.008573507816838284,0.008250907170397127,0.013935895657055945,0.013044537377334986,-0.0076693132054161854,-0.022160531864987915,0.01381063753056245,0.019495466055508212,0.010648052766576826,0.026695159906644606,0.018564791649277733,0.0017075729436550097,-0.010581020288143707,0.0025013248178638544,8.474973953389778e-05,-0.006280329074225647,-0.0108279032350372,0.00023846560528469236,0.0007158129849361591,-0.0012610751977577882,0.0028320484977170965,0.0007714631476835374,0.008294437189036665,0.021269056328400038,0.002215365651045983,0.004717441658820288,-0.0028041461117458955,0.018653857318469736,-0.00607206417693522,0.004101389014411132,1853_3.jpg
