PC_0,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,Class
-0.014955218630983333,-0.03781777132052567,0.00018025424013014968,-0.016863481686345206,0.001896443023993943,0.027546540809034653,-0.003395547596068753,0.018161252091086513,0.005426453803822181,0.007924165940239949,0.029527653041975205,-0.005372934374615371,-0.009685296037109872,-0.002601927060222763,0.00408667939448935,-0.008851199004405532,-0.02142784754786485,-0.018349017325823443,-0.0010229667596713217,0.0011393442840041108,-0.0029429813411245014,0.00539314985671771,-0.003663485664283653,-0.0020268749710959863,0.006994084276816255,-0.008985697022509719,0.005884130134926133,0.005431771372207778,0.0002676438950452152,0.0007595392899198371,0.004097126142844931,-0.0004728375046331429,0.006108515131031315,0.010897274172658919,0.014699217156039907,0.014553884111203895,0.007821314752982542,1083_2.jpg
-0.05787404692207555,0.01418607805624804,0.015833892764831076,0.0034050051050155323,0.00915455178202197,0.019994516340411144,0.02501162393916015,-0.013796865472968484,0.016659425600681944,0.01798159331322464,0.00920372067588637,0.0029082540830676624,0.002987509302790809,0.015631959638492378,-0.007251978093550449,-0.006609513972634826,0.00999580451793736,-0.0021136383200597913,-0.014150664774870876,0.00254531062410225,-0.006320183546781012,-0.00140534561268297,0.001834020197534854,-0.008948587875750336,0.004930548381001656,0.00287693097092871,0.00440561539402595,-0.0011526834771092016,-0.015645059973447978,-0.023393710825602963,0.006044436469543392,0.006138582212121987,0.009170313081417775,0.0005659318521724213,0.007706330921032611,-0.006908218890021357,-0.007380373646834872,1126_A_2.jpg
0.03406760887421494,-0.026398800209588395,0.047188097308535355,-0.016182992123098944,-0.04463022935533665,-0.0031738971413910974,0.03936557884805412,-0.008383606839841093,-0.0021102218579594433,-0.007741245836851497,-0.0018665499012515544,0.006206117405877008,-0.01299640207813633,-0.01042361344985254,0.01415898485851404,0.014681721384198826,-0.011731314777232023,0.0008277947692724053,0.013552144878906698,-0.01726821832268025,-0.006279139202552095,-0.004112592673026023,-0.003371122315317258,0.0023506880851997328,-0.007928789776373757,0.008657529068589269,-0.0013758899278661359,-0.011195974504687118,0.001881631709494507,-0.012169693052577464,0.00413920856186391,0.0029953109313423853,-0.004915778777666356,-0.0016220699967010362,-0.004071062552068203,0.01118920932944287,-0.012416480840767448,1126_B_2.jpg
-0.06546958852349044,-0.0366108731599406,-0.056253933527352466,-0.04330987808012634,0.012263130210610264,0.00379896987332291,-0.010589091181787778,0.014477475747711046,-0.026361477313954287,0.007732528749354141,-0.015334884220231361,-0.016245865530394973,0.03955103180157733,0.00036923063852157916,0.012450952937401309,0.004109351784267388,-0.0032708759422631116,-0.01154002550040367,0.010093894425305183,0.008314158987748368,0.015817299971688664,0.002815726053583269,0.013347280064732878,-0.005767574049997066,-0.020598611779540678,0.0021584490106938566,-0.0031556047317134726,-0.005066967022447838,-0.0031716107921265758,8.376819086299613e-05,-0.0036081983899555947,0.013979172654740002,-0.01248710237008062,0.018746205183396106,0.005582063011125239,0.005426575865955439,-0.0020997586019357033,1198_2.jpg
-0.09480448064567609,0.04849388250291656,-0.021316837684870266,0.02873700864479063,-0.010047310192720966,0.0063698622768025275,-0.006429102236949602,0.0019192918765129998,0.007393829483660641,-0.016690485989972758,-0.005263997432507614,-0.010621867056355006,-0.02335267171203895,-0.004936503077330218,-0.019172310833152153,0.0025386405375247504,0.018075717771598436,0.003036927029526573,-0.002338627266476958,0.006146836721953228,0.011196077399565133,0.011709424915063132,-0.011530724219499414,0.006137406540548051,-0.004732364676212287,-0.006866120192952778,-0.002542476976031116,-0.007629179228496715,-0.016936277650891073,0.008230506545408774,-0.0004105698892721937,0.007776331966570544,-0.0030866280604739437,-0.004459825653725546,-0.015392525119560522,0.006964194881681434,0.0002447018159913581,1199_2.jpg
0.0013048924800840233,-0.05488503862631545,-0.0010740632441170956,-0.02359593641989622,-0.0005702418093716706,-0.022516294693576046,0.014355543822760879,0.0026798329191067317,0.008674875376926886,-0.009889617522096512,-0.02724550777760779,-0.010624193965579287,-0.03208176232176443,0.018472224945112397,0.009893091844218764,-0.01460987885685932,-0.015449104037865886,-0.005720340669586253,0.0061114456844730755,0.004902027592121504,0.0035541873046720483,0.009883811185665585,0.0036119669981546543,-0.0013970229048793762,-0.006839074124567506,0.0005327536412220332,0.016523742403486936,0.001614892966030576,0.006229950444993212,-0.008838863233075221,-0.013401999210340859,-0.002297207320767853,-0.0012001100466160373,-0.01587029910842985,0.004807232375503652,-0.014014533626723783,-0.001860359904976147,1281_2.jpg
0.1312607637683057,0.007874328336887894,0.006872720524361413,0.03328193496123668,-0.04044439035327255,0.041908413070893116,0.012684153969629273,-0.015267547267500008,-0.0037902095119528656,-0.009586968033463284,-0.026002687703325235,0.007799614372185641,0.003000558278736907,0.01573283189520863,0.019376464618664546,-0.028901717930064394,-0.0016129837516229975,0.020970123070022613,0.01114107745771382,0.008680826382803609,0.015816340837112582,-0.0058265405211448944,0.006198342964929688,-0.01867926903490098,0.028674608485485076,0.011326264329208932,-0.0004156780101016006,0.005401303187665624,-0.0014454212930743724,0.007782789354014075,-0.0065947725068144685,-0.0022996008168308,-0.00856325979969316,0.001864795881937821,-0.004240958973554301,0.010236938438153365,0.004521952490735112,1282_2.jpg
0.056143686105518016,-0.03680327439786738,0.003750724627226703,0.003891229571932947,-0.007383714187691441,0.004027649968846832,-0.030038348286225782,0.04981026547695079,0.004564732378633025,0.004362247672582601,-0.01205090897446163,-0.015636696492367014,-0.011509422990806104,-0.0023532794724144615,0.0061819639241132455,0.00905630524971764,0.002456806436049357,0.021939483750300987,0.014306791669076417,-0.0075390216645917565,-0.005733938856624532,-0.008459347917070908,0.005302733996879249,-0.0046692567074190505,0.00965244629529347,-0.014558017372676233,-0.005315190751943322,0.002207557614072971,-0.003408150207429036,0.002544668914337015,-0.005188196503376726,-0.0037741393385548787,0.0229240865714123,8.051715804470673e-05,-0.005750470424988846,0.003841842462476297,-0.0021164165777657067,1283_2.jpg
-0.09197488697245003,0.02730644004667175,-0.027698798904396263,0.009034419885348728,-1.7419039646407133e-05,0.004942246921060661,-0.012014480341222137,-0.023361068194026467,-0.009459092229868914,0.00830047700814095,0.00590166619357055,0.003020080063076382,-0.014676534898923803,-0.009928000673120618,0.0003172460714192296,-0.006564264550889269,0.00970280399660474,0.004254593881333343,-0.010367674792346692,0.01613318042030841,-0.0016681990701418415,0.01098254238438744,0.010991476900717239,0.002576110913461177,-0.00667283867634476,-0.009492915445016657,-0.011408943273403138,0.007692608524277445,0.007741655732237911,0.00015403415017603897,0.0010130914628905365,-0.012527265063820807,-0.005773614259310186,0.0038982826521521737,-0.01566104070372551,0.0033173625528187005,-0.0008054584501791386,1466_2.jpg
0.018241513382151554,0.008420872852928467,0.03289360793013674,-0.01562608389385973,-0.007181621765997677,-0.04266417245676261,-0.009683008277998879,0.0027975940964296247,-0.014484460212874374,-0.007806530194516519,0.01295134069668443,0.020501862468465373,0.004646613811164189,0.008266268226014414,-0.009991155779897882,-0.00695715224201443,-0.009080270597589115,-0.0004130173989528367,-0.009568407929034068,-0.009618064907451103,0.016619993322133098,-0.006383606162758677,0.019035959926109913,-0.0029990594953333933,0.0040836616128717826,0.009340734908983262,-0.014883630599678663,-0.0006980348025213992,0.007678558746907641,0.019137514918823605,-0.0031197990547553772,-0.0020313601745171536,0.00971596633496583,0.0025715312502244364,0.009803589596917675,-0.008066385966512019,-0.008844304774299705,1525_2.jpg
